index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason
1,1,TulipMania,Rag,SUCCESS,0,3320.245,2026-05-23T16:22:40,2026-05-23T17:18:00,config/simulation.yml,examples/TulipMania/Rag/run_tulipmania_rag.py,logs/TulipMania__Rag.log,,200,200,
