index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason
1,1,BlackMonday1987,Rag,SUCCESS,0,4670.365,2026-05-23T01:27:41,2026-05-23T02:45:31,config/simulation.yml,examples/BlackMonday1987/Rag/run_blackmonday1987_rag.py,logs/BlackMonday1987__Rag.log,,200,200,
