index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason,config_path
2,9,ShortSqueeze,Rule,SUCCESS,0,60.005,2026-05-22T03:44:02,2026-05-22T03:45:02,config/simulation.yml,examples/ShortSqueeze/Rule/run_short_squeeze.py,logs/ShortSqueeze__Rule.log,,200,200,,config/simulation.yml
