index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason,result_path
5,9,HerdEffect,RuleLLM,SUCCESS,0,23241.807,2026-05-22T09:12:19,2026-05-22T15:39:41,config/simulation.yml,examples/HerdEffect/RuleLLM/run_herd_rulellm.py,logs/HerdEffect__RuleLLM.log,,200,200,,
