index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason,config_path
4,9,GameStopShortSqueeze,Rule,SUCCESS,0,40.004,2026-05-22T03:45:06,2026-05-22T03:45:46,config/simulation.yml,examples/GameStopShortSqueeze/Rule/run_gamestopshortsqueeze.py,logs/GameStopShortSqueeze__Rule.log,,200,200,,config/simulation.yml
