index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason,config_path
1,9,CurrencyCrisis,Rule,SUCCESS,0,40.003,2026-05-22T03:43:02,2026-05-22T03:43:42,config/simulation.yml,examples/CurrencyCrisis/Rule/run_currencycrisis.py,logs/CurrencyCrisis__Rule.log,,200,200,,config/simulation.yml
