index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason
1,1,ConfirmationBias,Rag,SUCCESS,0,6650.511,2026-05-23T20:58:47,2026-05-23T22:49:37,config/simulation.yml,examples/ConfirmationBias/Rag/run_confirmationbias_rag.py,logs/ConfirmationBias__Rag.log,,200,200,
