index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason
1,1,MentalAccounting,Rag,SUCCESS,0,3560.272,2026-05-23T16:22:22,2026-05-23T17:21:42,config/simulation.yml,examples/MentalAccounting/Rag/run_mentalaccounting_rag.py,logs/MentalAccounting__Rag.log,,200,200,
