index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason
1,1,SorosPound,Rag,SUCCESS,0,2140.12,2026-05-23T02:46:38,2026-05-23T03:22:18,config/simulation.yml,examples/SorosPound/Rag/run_sorospound_rag.py,logs/SorosPound__Rag.log,,200,200,
