index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason,config_path
2,9,GFC2008,Rule,SUCCESS,0,40.012,2026-05-22T03:43:46,2026-05-22T03:44:26,config/simulation.yml,examples/GFC2008/Rule/run_gfc2008.py,logs/GFC2008__Rule.log,,200,200,,config/simulation.yml
