index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason,config_path
3,9,AsianFinancialCrisis,Rule,SUCCESS,0,40.002,2026-05-22T03:44:20,2026-05-22T03:45:00,config/simulation.yml,examples/AsianFinancialCrisis/Rule/run_asianfinancialcrisis_rule.py,logs/AsianFinancialCrisis__Rule.log,,200,200,,config/simulation.yml
