url,title,author,year
https://en.wikipedia.org/wiki/Trend_following,Trend Following Strategy,Wikipedia,2024
https://en.wikipedia.org/wiki/Market_trend,Market Trend Analysis,Wikipedia,2024
https://en.wikipedia.org/wiki/Momentum_investing,Momentum Investing Overview,Wikipedia,2024
