index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason,config_path
4,9,EchoChamber,Rule,SUCCESS,0,80.005,2026-05-22T03:49:02,2026-05-22T03:50:22,config/simulation.yml,examples/EchoChamber/Rule/run_echo_chamber.py,logs/EchoChamber__Rule.log,,200,200,,config/simulation.yml
