index,total,scenario,mechanism,status,exit_code,duration_seconds,started_at,ended_at,config,runner,log_path,failure_summary,max_round,total_rounds,timeout_reason,config_path
9,9,CreditCycle,Rule,SUCCESS,0,40.003,2026-05-22T03:49:00,2026-05-22T03:49:40,config/simulation.yml,examples/CreditCycle/Rule/run_creditcycle.py,logs/CreditCycle__Rule.log,,200,200,,config/simulation.yml
